n_threads,tamanho_entrada,t_io,t_processamento,t_total
16,4096,0.973922,3.814914,4.788836
16,4096,0.948352,3.919501,4.867853
16,8192,3.597290,15.898073,19.495363
16,8192,3.752378,15.608536,19.360914
16,8192,3.736822,15.708358,19.445180
16,8192,7.541977,15.734771,23.276748
16,8192,3.750143,15.961992,19.712135
16,8192,3.742891,15.694803,19.437694
16,8192,3.812441,16.014982,19.827423
16,8192,3.678953,15.381852,19.060805
16,8192,3.804989,16.023741,19.828729
16,8192,3.728040,16.353007,20.081046
32,16,0.000087,0.000724,0.000811
32,16,0.000095,0.000771,0.000865
32,16,0.000087,0.000755,0.000841
32,16,0.000086,0.000745,0.000831
32,16,0.000114,0.000719,0.000834
32,16,0.000088,0.000752,0.000840
32,16,0.000086,0.000715,0.000802
32,16,0.000082,0.000675,0.000757
32,16,0.000095,0.000747,0.000842
32,16,0.000089,0.000738,0.000827
32,32,0.000118,0.000502,0.000620
32,32,0.000121,0.000541,0.000662
32,32,0.000121,0.000521,0.000642
32,32,0.000116,0.000531,0.000647
32,32,0.000120,0.000540,0.000660
32,32,0.000122,0.000556,0.000677
32,32,0.000121,0.000530,0.000652
32,32,0.000113,0.000523,0.000636
32,32,0.000121,0.000538,0.000658
32,32,0.000120,0.000502,0.000622
32,64,0.000271,0.001359,0.001630
32,64,0.000272,0.001199,0.001471
32,64,0.000256,0.001107,0.001363
32,64,0.000263,0.001170,0.001434
32,64,0.000258,0.001183,0.001441
32,64,0.000271,0.001230,0.001501
32,64,0.000262,0.001184,0.001446
32,64,0.000263,0.001167,0.001430
32,64,0.000262,0.001124,0.001386
32,64,0.000263,0.001099,0.001362
32,128,0.000805,0.003578,0.004383
32,128,0.000850,0.003442,0.004292
32,128,0.000947,0.003882,0.004829
32,128,0.001007,0.004203,0.005210
32,128,0.000956,0.003852,0.004808
32,128,0.001017,0.004241,0.005258
32,128,0.000988,0.004298,0.005286
32,128,0.000937,0.003793,0.004729
32,128,0.000998,0.004612,0.005610
32,128,0.001003,0.004500,0.005504
32,256,0.003752,0.015936,0.019688
32,256,0.003773,0.014992,0.018765
32,256,0.003749,0.016245,0.019994
32,256,0.004324,0.015107,0.019431
32,256,0.003786,0.016105,0.019891
32,256,0.003781,0.016028,0.019809
32,256,0.003773,0.015963,0.019736
32,256,0.003765,0.016301,0.020066
32,256,0.003763,0.016724,0.020487
32,256,0.003790,0.015463,0.019254
32,512,0.013591,0.059975,0.073566
32,512,0.013919,0.064495,0.078413
32,512,0.013921,0.062138,0.076059
32,512,0.013878,0.061232,0.075111
32,512,0.014284,0.060931,0.075215
32,512,0.013977,0.059668,0.073645
32,512,0.013563,0.064685,0.078249
32,512,0.014964,0.062765,0.077729
32,512,0.014265,0.063265,0.077530
32,512,0.014428,0.059325,0.073753
32,1024,0.054718,0.246907,0.301625
32,1024,0.054056,0.246136,0.300193
32,1024,0.057878,0.247797,0.305675
32,1024,0.053570,0.247572,0.301142
32,1024,0.053561,0.245392,0.298953
32,1024,0.052946,0.247391,0.300337
32,1024,0.054891,0.245903,0.300794
32,1024,0.057832,0.246704,0.304535
32,1024,0.057414,0.241620,0.299034
32,1024,0.054943,0.248706,0.303649
32,2048,0.233725,0.987269,1.220994
32,2048,0.234025,0.987498,1.221523
32,2048,0.235089,0.980795,1.215883
32,2048,0.243252,1.000379,1.243631
32,2048,0.237890,0.987157,1.225047
32,2048,0.253852,1.061377,1.315229
32,2048,0.254760,1.077449,1.332210
32,2048,0.255610,1.090939,1.346549
32,2048,0.239791,0.972446,1.212237
32,2048,0.236713,0.979023,1.215736
32,4096,1.973018,3.816809,5.789828
32,4096,0.917222,3.845189,4.762411
32,4096,0.914948,3.878891,4.793839
32,4096,0.943338,3.910825,4.854163
32,4096,0.956783,4.248061,5.204844
32,4096,2.559273,3.809782,6.369055
32,4096,1.579407,3.841471,5.420877
32,4096,2.639161,3.801043,6.440204
32,4096,0.948236,3.869162,4.817398
32,4096,0.919435,3.871886,4.791321
32,8192,3.982150,15.804351,19.786501
32,8192,3.828068,15.612972,19.441040
32,8192,3.810039,16.013077,19.823116
32,8192,3.733121,15.540833,19.273953
32,8192,5.748350,16.007001,21.755352
32,8192,3.802603,16.090321,19.892925
32,8192,3.624158,15.739732,19.363890
32,8192,3.677420,15.823991,19.501411
32,8192,6.983339,15.406447,22.389786
32,8192,3.697745,16.072562,19.770307
