1 16
0.000055, 0.000259, 0.000314
0.000053, 0.000258, 0.000311
0.000051, 0.000258, 0.000309
0.000053, 0.000258, 0.000311
0.000051, 0.000257, 0.000308
0.000053, 0.000259, 0.000311
0.000052, 0.000258, 0.000310
0.000052, 0.000258, 0.000310
0.000055, 0.000258, 0.000313
0.000051, 0.000258, 0.000309
1 32
0.000094, 0.001001, 0.001096
0.000083, 0.000999, 0.001081
0.000083, 0.001002, 0.001084
0.000080, 0.000999, 0.001079
0.000085, 0.001002, 0.001087
0.000089, 0.001087, 0.001176
0.000106, 0.001259, 0.001364
0.000108, 0.001335, 0.001442
0.000122, 0.001337, 0.001459
0.000111, 0.001328, 0.001438
1 64
0.000275, 0.005227, 0.005502
0.000280, 0.005231, 0.005511
0.000290, 0.005218, 0.005508
0.000277, 0.005215, 0.005491
0.000285, 0.005225, 0.005510
0.000284, 0.005227, 0.005511
0.000296, 0.005617, 0.005913
0.000277, 0.005219, 0.005496
0.000282, 0.005229, 0.005510
0.000283, 0.005217, 0.005500
1 128
0.000780, 0.016264, 0.017044
0.000646, 0.014229, 0.014875
0.000646, 0.014740, 0.015386
0.000674, 0.014270, 0.014943
0.000665, 0.014261, 0.014926
0.000674, 0.014346, 0.015020
0.000648, 0.014243, 0.014891
0.000664, 0.014257, 0.014921
0.000671, 0.014263, 0.014934
0.000647, 0.014258, 0.014905
1 256
0.002583, 0.057565, 0.060149
0.002578, 0.058047, 0.060624
0.002644, 0.056807, 0.059451
0.002766, 0.059994, 0.062760
0.002747, 0.057592, 0.060339
0.002778, 0.057267, 0.060045
0.002836, 0.057818, 0.060655
0.002795, 0.057305, 0.060101
0.002790, 0.057032, 0.059822
0.002529, 0.057484, 0.060013
1 512
0.010977, 0.234137, 0.245114
0.010669, 0.231899, 0.242568
0.010685, 0.232246, 0.242932
0.010812, 0.230764, 0.241575
0.011152, 0.245111, 0.256262
0.011004, 0.226784, 0.237788
0.010935, 0.226680, 0.237614
0.010571, 0.226211, 0.236782
0.010409, 0.228977, 0.239387
0.010963, 0.225053, 0.236017
1 1024
0.045887, 1.001480, 1.047367
0.042621, 0.905072, 0.947693
0.042638, 0.903060, 0.945698
0.045130, 0.987008, 1.032137
0.042831, 0.902951, 0.945782
0.048445, 0.913718, 0.962163
0.042141, 0.899560, 0.941702
0.042525, 0.899282, 0.941808
0.042088, 0.897841, 0.939929
0.042710, 0.897376, 0.940086
1 2048
0.184183, 3.575028, 3.759210
0.180571, 3.862439, 4.043009
0.196513, 3.543398, 3.739912
0.186368, 3.531180, 3.717548
0.188888, 3.611781, 3.800669
0.193053, 3.577671, 3.770723
0.193116, 3.755227, 3.948344
0.200429, 3.557573, 3.758002
0.190884, 3.560644, 3.751528
0.190584, 3.578454, 3.769037
1 4096
2.340710, 14.289068, 16.629778
0.754114, 14.225820, 14.979934
0.768096, 14.111812, 14.879908
0.764281, 14.865262, 15.629543
0.763023, 14.115403, 14.878426
0.760985, 14.945800, 15.706784
0.753516, 14.116689, 14.870205
0.761302, 14.114040, 14.875342
0.763528, 14.123627, 14.887155
0.772619, 14.245795, 15.018414
1 8192
3.185643, 56.871324, 60.056967
3.110304, 56.723518, 59.833822
3.058201, 56.421160, 59.479361
3.130174, 56.420316, 59.550490
3.042954, 56.481099, 59.524052
3.031970, 56.838933, 59.870903
3.076749, 56.895893, 59.972642
3.095752, 56.435024, 59.530776
3.035529, 56.405705, 59.441234
3.112660, 56.415282, 59.527941
2 16
0.000054, 0.000201, 0.000255
0.000051, 0.000195, 0.000246
0.000052, 0.000196, 0.000248
0.000059, 0.000175, 0.000234
0.000055, 0.000196, 0.000251
0.000056, 0.000173, 0.000229
0.000057, 0.000173, 0.000230
0.000052, 0.000195, 0.000247
0.000052, 0.000195, 0.000248
0.000051, 0.000196, 0.000248
2 32
0.000081, 0.000665, 0.000746
0.000083, 0.000664, 0.000747
0.000107, 0.000681, 0.000787
0.000082, 0.000670, 0.000752
