1 16
0.000054, 0.000301, 0.000355
0.000050, 0.000301, 0.000352
0.000054, 0.000301, 0.000355
0.000054, 0.000306, 0.000360
0.000052, 0.000302, 0.000354
0.000052, 0.000301, 0.000353
0.000052, 0.000301, 0.000353
0.000052, 0.000301, 0.000353
0.000052, 0.000303, 0.000355
0.000052, 0.000301, 0.000354
1 32
0.000082, 0.001187, 0.001269
0.000082, 0.001185, 0.001267
0.000081, 0.001182, 0.001263
0.000086, 0.001186, 0.001272
0.000080, 0.001185, 0.001265
0.000097, 0.001358, 0.001455
0.000112, 0.001566, 0.001678
0.000108, 0.001565, 0.001674
0.000110, 0.001567, 0.001677
0.000108, 0.001566, 0.001674
1 64
0.000296, 0.006668, 0.006964
0.000278, 0.006266, 0.006544
0.000283, 0.006269, 0.006552
0.000299, 0.006265, 0.006564
0.000278, 0.006271, 0.006549
0.000281, 0.006269, 0.006550
0.000286, 0.006308, 0.006594
0.000284, 0.006273, 0.006557
0.000276, 0.006271, 0.006547
0.000283, 0.006270, 0.006552
1 128
0.000727, 0.018392, 0.019119
0.000699, 0.017554, 0.018253
0.000686, 0.017478, 0.018163
0.000651, 0.017111, 0.017761
0.000702, 0.017496, 0.018198
0.000672, 0.017158, 0.017830
0.000674, 0.017071, 0.017745
0.000700, 0.017064, 0.017764
0.000700, 0.017411, 0.018110
0.000671, 0.017184, 0.017854
1 256
0.002586, 0.068468, 0.071054
0.002641, 0.068207, 0.070848
0.002650, 0.068336, 0.070986
0.002696, 0.068785, 0.071481
0.002775, 0.073667, 0.076443
0.002857, 0.074489, 0.077346
0.002733, 0.073935, 0.076668
0.002741, 0.073887, 0.076627
0.002605, 0.068466, 0.071071
0.002527, 0.068228, 0.070755
1 512
0.011095, 0.276459, 0.287554
0.010595, 0.276175, 0.286770
0.010655, 0.277215, 0.287870
0.010529, 0.278016, 0.288546
0.010971, 0.273747, 0.284718
0.011064, 0.298673, 0.309737
0.011286, 0.295667, 0.306952
0.010905, 0.296390, 0.307296
0.010502, 0.273368, 0.283870
0.010660, 0.277961, 0.288621
1 1024
0.043270, 1.117102, 1.160372
0.042337, 1.111214, 1.153551
0.042475, 1.110678, 1.153154
0.042863, 1.106678, 1.149541
0.042185, 1.149151, 1.191336
0.042695, 1.093673, 1.136369
0.042199, 1.091670, 1.133869
0.042161, 1.089444, 1.131604
0.042221, 1.089341, 1.131563
0.042510, 1.094663, 1.137173
1 2048
0.181663, 4.514240, 4.695903
0.184250, 4.263420, 4.447670
0.203373, 4.607183, 4.810556
0.200018, 4.572450, 4.772468
0.183796, 4.254657, 4.438453
0.188303, 4.254535, 4.442837
0.202116, 4.563344, 4.765460
0.188083, 4.253893, 4.441976
0.188463, 4.257651, 4.446114
0.190262, 4.269825, 4.460087
1 4096
0.778764, 17.017526, 17.796290
0.776446, 17.862703, 18.639149
0.781552, 17.122469, 17.904021
0.756712, 17.090780, 17.847493
0.775643, 17.074408, 17.850052
0.762661, 18.058286, 18.820948
0.769787, 17.019576, 17.789364
1.353987, 17.016194, 18.370181
0.760226, 17.380823, 18.141049
0.761872, 17.319396, 18.081267
1 8192
